accession_id,alias,title,description,biological_sex,subject_id,phenotype,extra_attributes,submission_accession_id,created_at,edited_at
EGAN00000017742,587569,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017743,636812,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017744,636752,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017745,639213,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017746,636107,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017747,587742,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017748,587710,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017749,587640,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017750,587603,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017751,587010,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017752,636033,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017753,587613,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017754,587443,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017755,587658,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017756,635641,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017757,587557,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017758,639166,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017759,587739,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017760,636863,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017761,586986,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017762,587024,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017763,636075,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017764,636051,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017765,587499,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017766,639198,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017767,636444,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017768,636770,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017769,587630,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017770,636836,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017771,636054,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017772,587003,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017773,587503,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017774,587436,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017775,636443,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017776,636078,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017777,587022,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017778,636786,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017779,635644,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017780,587679,,,unknown,,,,EGA00000000000,2016-07-22 17:03:02+02,2022-02-10 11:28:01.282303+01
EGAN00000017781,636186,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017782,587541,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017783,636855,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017784,636148,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017785,636009,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017786,587660,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017787,588263,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017788,639178,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017789,636036,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017790,636099,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017791,636864,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017792,635600,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017793,636744,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017794,587455,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017795,636125,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017796,636142,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017797,636799,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017798,636066,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017799,636104,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017800,587533,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017801,587621,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017802,587673,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017803,636147,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017804,636027,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017805,636847,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017806,635977,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017807,636438,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017808,636026,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017809,636133,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017810,587521,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017811,636798,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017812,587486,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017813,587474,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017814,636139,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017815,636804,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017816,636769,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017817,587713,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017818,587428,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017819,587458,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017820,636823,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017821,636106,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017822,587008,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017823,635995,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017824,587438,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017825,636768,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017826,636094,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017827,635614,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017828,636841,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017829,587744,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017830,636057,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017831,635992,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017832,639179,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017833,636834,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017834,586988,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017835,636767,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017836,587604,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017837,587536,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017838,636105,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017839,587612,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017840,636067,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017841,587507,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017842,635983,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017843,639212,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017844,635642,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017845,587547,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017846,636068,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017847,636849,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017848,635991,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017849,636079,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017850,635608,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017851,587657,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017852,636753,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017853,636882,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017854,636060,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017855,636885,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017856,587696,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017857,587434,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017858,587023,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017859,639186,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017860,636087,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017861,587741,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017862,635984,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017863,636131,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017864,587704,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017865,587496,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017866,587445,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017867,636152,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017868,636835,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017869,639197,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017870,635978,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017871,635619,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017872,636750,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017873,587643,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017874,636073,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017875,636140,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017876,587689,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017877,636053,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017878,636014,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017879,636788,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017880,587405,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017881,635626,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017882,587631,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017883,636850,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017884,636797,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017885,636088,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017886,587021,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017887,587523,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017888,639173,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017889,587620,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017890,636822,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017891,636196,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017892,635643,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017893,636205,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017894,636136,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017895,587475,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017896,636102,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017897,635976,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017898,636034,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017899,635631,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017900,636778,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017901,587685,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017902,587606,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017903,636884,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017904,587605,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017905,587454,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017906,639217,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017907,636127,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017908,636782,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017909,636031,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017910,587017,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017911,636122,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017912,587480,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017913,587527,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017914,639195,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017915,636018,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017916,636859,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017917,636008,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
EGAN00000017918,587464,,,unknown,,,,EGA00000000000,2016-07-22 17:03:03+02,2022-02-10 11:28:01.282303+01
