study_accession_id,study_title,study_type,instrument_platform,instrument_model,library_layout,library_name,library_strategy,library_source,library_selection,experiment_accession_id,run_accession_id,sample_accession_id,sample_alias,biosample_id,sample_title
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158662,EGAR00001163340,EGAN00001187783,636104,SAMEA2337029,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158663,EGAR00001163341,EGAN00001187784,636814,SAMEA2337030,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158664,EGAR00001163342,EGAN00001187785,587604,SAMEA2337031,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158665,EGAR00001163343,EGAN00001187786,587433,SAMEA2337032,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158666,EGAR00001163344,EGAN00001187787,587434,SAMEA2337033,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158667,EGAR00001163345,EGAN00001187788,587436,SAMEA2337034,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158668,EGAR00001163346,EGAN00001187789,587437,SAMEA2337035,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158669,EGAR00001163347,EGAN00001187790,635998,SAMEA2337036,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158670,EGAR00001163348,EGAN00001187791,636821,SAMEA2337037,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158671,EGAR00001163349,EGAN00001187792,587484,SAMEA2337038,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158672,EGAR00001163350,EGAN00001187793,636799,SAMEA2337039,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158673,EGAR00001163351,EGAN00001187794,587730,SAMEA2337040,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158674,EGAR00001163352,EGAN00001187795,636815,SAMEA2337041,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158675,EGAR00001163353,EGAN00001187796,636863,SAMEA2337042,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158676,EGAR00001163354,EGAN00001187797,636040,SAMEA2337043,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158677,EGAR00001163355,EGAN00001187798,587605,SAMEA2337044,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158678,EGAR00001163356,EGAN00001187799,587485,SAMEA2337045,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158679,EGAR00001163357,EGAN00001187800,636152,SAMEA2337046,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158680,EGAR00001163358,EGAN00001187801,636058,SAMEA2337047,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158681,EGAR00001163359,EGAN00001187802,636096,SAMEA2337048,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158682,EGAR00001163360,EGAN00001187803,636153,SAMEA2337049,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158683,EGAR00001163361,EGAN00001187804,587438,SAMEA2337050,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158684,EGAR00001163362,EGAN00001187805,636791,SAMEA2337051,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158685,EGAR00001163363,EGAN00001187806,587439,SAMEA2337052,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158686,EGAR00001163364,EGAN00001187807,587441,SAMEA2337053,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158687,EGAR00001163365,EGAN00001187808,635981,SAMEA2337054,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158688,EGAR00001163366,EGAN00001187809,639228,SAMEA2337055,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158689,EGAR00001163367,EGAN00001187810,587527,SAMEA2337056,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158690,EGAR00001163368,EGAN00001187811,587528,SAMEA2337057,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158691,EGAR00001163369,EGAN00001187812,587442,SAMEA2337058,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158692,EGAR00001163370,EGAN00001187813,587667,SAMEA2337059,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158693,EGAR00001163371,EGAN00001187814,587691,SAMEA2337060,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158694,EGAR00001163372,EGAN00001187815,587692,SAMEA2337061,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158695,EGAR00001163373,EGAN00001187816,639164,SAMEA2337062,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158696,EGAR00001163374,EGAN00001187817,639188,SAMEA2337063,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158697,EGAR00001163375,EGAN00001187818,587693,SAMEA2337064,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158698,EGAR00001163376,EGAN00001187819,636134,SAMEA2337065,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158699,EGAR00001163377,EGAN00001187820,587804,SAMEA2337066,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158700,EGAR00001163378,EGAN00001187821,636018,SAMEA2337067,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158701,EGAR00001163379,EGAN00001187822,587606,SAMEA2337068,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158702,EGAR00001163380,EGAN00001187823,587486,SAMEA2337069,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158703,EGAR00001163381,EGAN00001187824,587487,SAMEA2337070,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158704,EGAR00001163382,EGAN00001187825,587488,SAMEA2337071,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158705,EGAR00001163383,EGAN00001187826,587489,SAMEA2337072,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158706,EGAR00001163384,EGAN00001187827,636043,SAMEA2337073,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158707,EGAR00001163385,EGAN00001187828,636044,SAMEA2337074,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158708,EGAR00001163386,EGAN00001187829,587491,SAMEA2337075,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158709,EGAR00001163387,EGAN00001187830,587495,SAMEA2337076,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158710,EGAR00001163388,EGAN00001187831,586988,SAMEA2337077,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158711,EGAR00001163389,EGAN00001187832,639209,SAMEA2337078,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158712,EGAR00001163390,EGAN00001187833,637189,SAMEA2337079,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158713,EGAR00001163391,EGAN00001187834,587492,SAMEA2337080,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158714,EGAR00001163392,EGAN00001187835,639180,SAMEA2337081,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158715,EGAR00001163393,EGAN00001187836,636875,SAMEA2337082,Cancer Cell Line
