sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
587005,EGAN00001187772,SAMEA2337018,EGAR00001163329,EGAX00001158651,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=AGS;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Stomach;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Stomach"
587006,EGAN00001188223,SAMEA2337469,EGAR00001163779,EGAX00001159101,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=NCI-N87;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640 10% FBS, 2mM L-Gln"";Metastatic_Tissue=Liver;Primary_Tissue=Stomach;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Stomach"
587007,EGAN00001188336,SAMEA2337582,EGAR00001163892,EGAX00001159214,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=SNU-1;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Stomach;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Stomach"
587008,EGAN00001188346,SAMEA2337592,EGAR00001163902,EGAX00001159224,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=SNU-5;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 20% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Stomach;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Stomach"
587009,EGAN00001188337,SAMEA2337583,EGAR00001163893,EGAX00001159215,EGAS00001000610,"Age=33;Age_Unit=Years;Cell_line=SNU-16;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=Ascites;Primary_Tissue=Stomach;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Stomach"
587010,EGAN00001187998,SAMEA2337244,EGAR00001163554,EGAX00001158876,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=Hs 746T;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""DMEM, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Stomach;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Stomach"
587011,EGAN00001187751,SAMEA2336997,EGAR00001163308,EGAX00001158630,EGAS00001000610,"Age=72;Age_Unit=Years;Cell_line=23132/87;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Stomach;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Stomach"
587012,EGAN00001187917,SAMEA2337163,EGAR00001163473,EGAX00001158795,EGAS00001000610,"Age=62;Age_Unit=Years;Cell_line=GTL-16;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=90% FBS; 10% DMSO;Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Stomach;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Stomach"
587017,EGAN00001188241,SAMEA2337487,EGAR00001163797,EGAX00001159119,EGAS00001000610,"Age=38;Age_Unit=Years;Cell_line=OCUM-1;ENA-CHECKLIST=ERC000026;Ethnicity=Japanese;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""DMEM, 10% FBS, 2mM L-Glutamine, 0.5mM NaP"";Metastatic_Tissue=NA;Primary_Tissue=Stomach;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Stomach"
587019,EGAN00001188118,SAMEA2337364,EGAR00001163674,EGAX00001158996,EGAS00001000610,"Age=72;Age_Unit=Years;Cell_line=MKN-1;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Stomach;Tissue_Diagnosis=Carcinoma Adenosquamous;Tissue_supergroup=Stomach"
587020,EGAN00001188121,SAMEA2337367,EGAR00001163677,EGAX00001158999,EGAS00001000610,"Age=37;Age_Unit=Years;Cell_line=MKN-74;ENA-CHECKLIST=ERC000026;Ethnicity=Japanese;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Stomach;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Stomach"
587021,EGAN00001188227,SAMEA2337473,EGAR00001163783,EGAX00001159105,EGAS00001000610,"Age=56;Age_Unit=Years;Cell_line=NUGC-2;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 15% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Stomach;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Stomach"
587022,EGAN00001188228,SAMEA2337474,EGAR00001163784,EGAX00001159106,EGAS00001000610,"Age=72;Age_Unit=Years;Cell_line=NUGC-3;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Stomach;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Stomach"
587023,EGAN00001188229,SAMEA2337475,EGAR00001163785,EGAX00001159107,EGAS00001000610,"Age=35;Age_Unit=Years;Cell_line=NUGC-4;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Stomach;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Stomach"
587024,EGAN00001188288,SAMEA2337534,EGAR00001163844,EGAX00001159166,EGAS00001000610,"Age=41;Age_Unit=Years;Cell_line=RERF-GC-1B;ENA-CHECKLIST=ERC000026;Ethnicity=Japanese;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Stomach;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Stomach"
587026,EGAN00001187891,SAMEA2337137,EGAR00001163447,EGAX00001158769,EGAS00001000610,"Age=66;Age_Unit=Years;Cell_line=FU97;ENA-CHECKLIST=ERC000026;Ethnicity=Japanese;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""DMEM, 10% FBS and 10mg/L insulin"";Metastatic_Tissue=NA;Primary_Tissue=Stomach;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Stomach"
587027,EGAN00001188018,SAMEA2337264,EGAR00001163574,EGAX00001158896,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=IM-95;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""DMEM, 10% FBS, 10mg/L Insulin, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Stomach;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Stomach"
587031,EGAN00001188347,SAMEA2337593,EGAR00001163903,EGAX00001159225,EGAS00001000610,"Age=34;Age_Unit=Years;Cell_line=SNU-601;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=Ascites;Primary_Tissue=Stomach;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Stomach"
587405,EGAN00001187860,SAMEA2337106,EGAR00001163416,EGAX00001158738,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=Daudi;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640 10% HI FBS, 2mM Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Malignant Lymphoma - Burkitts Type;Tissue_supergroup=Lymphoid"
587410,EGAN00001187975,SAMEA2337221,EGAR00001163531,EGAX00001158853,EGAS00001000610,"Age=30;Age_Unit=Years;Cell_line=HEL;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% HI FBS, 2mM Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Erythroleukemia;Tissue_supergroup=Lymphoid"
587412,EGAN00001187985,SAMEA2337231,EGAR00001163541,EGAX00001158863,EGAS00001000610,"Age=47;Age_Unit=Years;Cell_line=HNT-34;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% HI FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Leukemia Acute Myelogenic;Tissue_supergroup=Lymphoid"
587414,EGAN00001188042,SAMEA2337288,EGAR00001163598,EGAX00001158920,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=KG-1;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% HI FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Leukemia;Tissue_supergroup=Lymphoid"
587415,EGAN00001188108,SAMEA2337354,EGAR00001163664,EGAX00001158986,EGAS00001000610,"Age=40;Age_Unit=Years;Cell_line=ME-1;ENA-CHECKLIST=ERC000026;Ethnicity=Japanese;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% HI FBS, 2mM Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Bone Marrow;Tissue_Diagnosis=Leukemia Acute Myelogenic;Tissue_supergroup=Lymphoid"
587418,EGAN00001188124,SAMEA2337370,EGAR00001163680,EGAX00001159002,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=MOLM-16;ENA-CHECKLIST=ERC000026;Ethnicity=Japanese;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640 10% HI FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Leukemia Acute Myelogenic;Tissue_supergroup=Lymphoid"
587419,EGAN00001188130,SAMEA2337376,EGAR00001163686,EGAX00001159008,EGAS00001000610,"Age=10;Age_Unit=Years;Cell_line=MV-4-11;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% HI FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Leukemia Acute Myelogenic;Tissue_supergroup=Lymphoid"
587421,EGAN00001188232,SAMEA2337478,EGAR00001163788,EGAX00001159110,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=OCI-AML2;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% HI FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Leukemia Acute Myelogenic;Tissue_supergroup=Lymphoid"
587422,EGAN00001188233,SAMEA2337479,EGAR00001163789,EGAX00001159111,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=OCI-AML3;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% HI FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Leukemia Acute Myelogenic;Tissue_supergroup=Lymphoid"
587423,EGAN00001188234,SAMEA2337480,EGAR00001163790,EGAX00001159112,EGAS00001000610,"Age=77;Age_Unit=Years;Cell_line=OCI-AML5;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=RPMI-1640 + 10% HI FBS + 2mM L-Glutamine;Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Leukemia Acute Myelogenic;Tissue_supergroup=Lymphoid"
587424,EGAN00001188239,SAMEA2337485,EGAR00001163795,EGAX00001159117,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=OCI-M1;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% HI FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Leukemia Acute Myelogenic;Tissue_supergroup=Lymphoid"
587425,EGAN00001188240,SAMEA2337486,EGAR00001163796,EGAX00001159118,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=OCI-M2;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% HI FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Leukemia Acute Myelogenic;Tissue_supergroup=Lymphoid"
587428,EGAN00001188335,SAMEA2337581,EGAR00001163891,EGAX00001159213,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=SKM-1;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% HI FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Myelodysplasia;Tissue_supergroup=Lymphoid"
587429,EGAN00001188369,SAMEA2337615,EGAR00001163925,EGAX00001159247,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=SUP-B15;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% HI FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Leukemia Acute Lymphocytic;Tissue_supergroup=Lymphoid"
587433,EGAN00001187786,SAMEA2337032,EGAR00001163343,EGAX00001158665,EGAS00001000610,"Age=74;Age_Unit=Years;Cell_line=BT-20;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Breast;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Breast"
587434,EGAN00001187787,SAMEA2337033,EGAR00001163344,EGAX00001158666,EGAS00001000610,"Age=60;Age_Unit=Years;Cell_line=BT-474;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=Soft Tissue;Primary_Tissue=Breast;Tissue_Diagnosis=Adenocarcinoma Ductal;Tissue_supergroup=Breast"
587436,EGAN00001187788,SAMEA2337034,EGAR00001163345,EGAX00001158667,EGAS00001000610,"Age=23;Age_Unit=Years;Cell_line=BT-483;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Breast;Tissue_Diagnosis=Adenocarcinoma Ductal;Tissue_supergroup=Breast"
587437,EGAN00001187789,SAMEA2337035,EGAR00001163346,EGAX00001158668,EGAS00001000610,"Age=72;Age_Unit=Years;Cell_line=BT-549;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Breast;Tissue_Diagnosis=Adenocarcinoma Ductal;Tissue_supergroup=Breast"
587438,EGAN00001187804,SAMEA2337050,EGAR00001163361,EGAX00001158683,EGAS00001000610,"Age=43;Age_Unit=Years;Cell_line=CAL-120;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=""Effusion, Pleural"";Primary_Tissue=Breast;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Breast"
587439,EGAN00001187806,SAMEA2337052,EGAR00001163363,EGAX00001158685,EGAS00001000610,"Age=58;Age_Unit=Years;Cell_line=CAL-148;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 10ng/ml EGF, 2mM L-Glutamine"";Metastatic_Tissue=""Effusion, Pleural"";Primary_Tissue=Breast;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Breast"
587441,EGAN00001187807,SAMEA2337053,EGAR00001163364,EGAX00001158686,EGAS00001000610,"Age=35;Age_Unit=Years;Cell_line=CAL-85-1;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""DMEM, 10% FBS, 2mM L-glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Breast;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Breast"
587442,EGAN00001187812,SAMEA2337058,EGAR00001163369,EGAX00001158691,EGAS00001000610,"Age=51;Age_Unit=Years;Cell_line=CAMA-1;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete Growth media, 10% DMSO"";Gender=Female;Growth_Media=""DMEM, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Breast;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Breast"
587443,EGAN00001187879,SAMEA2337125,EGAR00001163435,EGAX00001158757,EGAS00001000610,"Age=50;Age_Unit=Years;Cell_line=EFM-19;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=""Effusion, Pleural"";Primary_Tissue=Breast;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Breast"
587444,EGAN00001187880,SAMEA2337126,EGAR00001163436,EGAX00001158758,EGAS00001000610,"Age=46;Age_Unit=Years;Cell_line=EFM-192A;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Breast;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Breast"
587445,EGAN00001187888,SAMEA2337134,EGAR00001163444,EGAX00001158766,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=EVSA-T;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=Ascites;Primary_Tissue=Breast;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Breast"
587446,EGAN00001187923,SAMEA2337169,EGAR00001163479,EGAX00001158801,EGAS00001000610,"Age=52;Age_Unit=Years;Cell_line=HCC1143;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Breast;Tissue_Diagnosis=Adenocarcinoma Ductal;Tissue_supergroup=Breast"
587447,EGAN00001187926,SAMEA2337172,EGAR00001163482,EGAX00001158804,EGAS00001000610,"Age=41;Age_Unit=Years;Cell_line=HCC1187;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=Soft Tissue;Primary_Tissue=Breast;Tissue_Diagnosis=Adenocarcinoma Ductal;Tissue_supergroup=Breast"
587448,EGAN00001187931,SAMEA2337177,EGAR00001163487,EGAX00001158809,EGAS00001000610,"Age=43;Age_Unit=Years;Cell_line=HCC1395;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Breast;Tissue_Diagnosis=Adenocarcinoma Ductal;Tissue_supergroup=Breast"
